Date,EURUSD,AEEMMI,BATTMI,BTECL,GOAIMI,IBCFDE,IROBDE,IS0MDE,ISPYMI,IWDAAS,LYM8DE,NQSEDE,QDVEDE,REUSEPA,SC0CDE,SP5PA,SXR8DE,VWCEDE,WCBRMI,WTAIMI,A2AMI,BY6BE,CJ6BE,ENELMI,ENIMI,IPMI,LDOMI,MSFDE,N3IABE,NOVABE,SBLBE,STMMIMI,U6ZBE,UCGMI,VO51BE,XPEV,IT25L,IB25DE,WDCHM,IBCJDE,INLDE,ASMLAS,TSFABE,LLYDE,V60AAS,TT6F,E6ZF,Z0YBE,XESPDE,QDV5DE,EUNNDE,LYXIBMC,CACPA,DAPPMI,CCC3DE,MBGF,NVDF,PSTMI,BNPPA,EDPF,SIEDE,GLEPA,C001DE,RNOVI,ALCATPA,HEALAS,CSMIBMI,IMAEAS,LYBKDE,H4ZPDE,IS3NDE,IQQLDE,AK8EDE,CBU5DE,BTCEPA,ZPRRDE,SGLDMI,XDEWDE,ASWCDE,DFNDMI,DFENDE,EUDFDE,USE5MI,IUSEMI,IBCHDE,IS3RDE,IS3QDE,IS3SDE,IBCIDE,VAGFDE,IB1TDE,3SISMI,XEONDE
2024-02-02,1.09,4.46,14.56,6.33,92.66,104.2,20.56,143.61,23.17,86.03,59.74,10.64,24.32,17.92,114.78,46.36,481.21,111.34,24.4,56.52,1.69,17.88,46.85,5.81,13.39,47.42,15.8,375.18,5.22,102.9,3.38,39.59,7.56,24,7.32,8.19,102.68,5.12,53.11,18.43,38.79,807.96,105.82,612.09,28.44,29.9,81.41,123.57,30.48,8.19,48.42,98.25,72.71,4.94,53.79,59.88,61.16,9.38,52.52,3.69,158.34,22.34,138.6,32.01,5.35,6.78,135.36,72.88,130.42,4.39,28.38,27.22,9.98,96.55,37.17,51.77,181.91,78.68,8.82,5.27,24.02,25.02,3.2,104.14,79.51,62,56.75,37.56,225.31,22.76,6.98,2.22,140.09
2024-02-05,1.08,4.48,14.53,6.3,92.96,103.86,20.43,142.96,23,86.18,59.4,10.63,24.57,17.92,114.7,46.49,482.5,111.56,24.08,56.56,1.68,17.81,45.03,5.75,13.2,46.74,16.04,373.5,4.99,106.78,3.36,40.59,7.5,25.94,7.17,7.87,102.58,5.11,54.1,18.33,39.2,817.89,108.19,649.26,28.45,30.3,82.4,126.54,30.14,8.23,48.57,97.09,72.71,4.62,53.72,58.84,64.46,9.38,52.56,3.58,156.4,22.01,138.6,32.84,5.43,6.82,136.32,72.87,129.74,4.47,28.56,27.03,9.98,96.67,36.77,51.26,181.72,78.54,8.78,5.27,24.04,25.02,3.1,103.85,79.32,62.48,56.98,37.52,224.49,22.64,6.98,2.328,140.1
2024-02-06,1.07,4.59,14.64,6.36,92.73,104.14,20.47,143.17,23.14,86.37,59.92,10.62,24.49,17.97,115.46,46.53,483.03,112.08,24.28,56.87,1.66,18.99,44.33,5.71,13.41,43.51,16.64,372.36,5.28,105.81,3.38,40.32,7.46,25.89,6.91,8.79,102.66,5.12,54.93,18.33,39.13,824.22,110.76,645.3,28.57,30.3,81.41,125.55,30.39,8.36,48.41,97.65,73.19,4.75,53.57,59.48,63.46,9.4,51.6,3.53,159.03,21.79,138.6,32.94,5.46,6.89,137.24,73.29,129.94,4.7,29.2,27.14,9.98,96.74,37.44,51.8,182.87,78.83,8.92,5.27,24.75,25.02,3.14,104.2,79.54,62.51,57.07,37.67,225.02,22.67,6.98,2.28,140.13
2024-02-07,1.08,4.58,14.87,6.33,93.6,105,20.54,142.94,23.43,86.73,60.46,10.73,24.7,18.06,115.1,46.82,486.01,112.48,24.81,56.91,1.64,18.9,43.79,5.66,13.19,42.32,16.46,378.15,5.47,105.33,3.56,39.82,7.18,25.8,6.7,8.43,102.71,5.12,54.69,18.44,39.29,840.23,109.38,671.57,28.66,31.3,79.93,128.52,30.07,8.35,48.7,96.53,72.99,4.64,53.55,59.56,64.93,9.26,51.34,3.48,159.77,21.51,138.6,32.58,5.42,6.86,136.6,73.07,128.28,4.62,29.13,27.31,9.98,96.57,37.11,51.56,182.84,79.04,9.08,5.27,24.89,25.02,3.16,105.01,79.98,63.16,57.46,37.59,224.47,22.67,6.98,2.2895,140.14
2024-02-08,1.08,4.55,14.91,6.26,94.55,105.1,20.64,142.58,23.75,86.79,60.27,10.77,24.93,18.11,115.06,46.89,486.68,112.46,25.2,57.95,1.62,19.11,44.51,5.59,13.19,41.93,16.25,380.03,5.42,106.78,3.58,41.23,7.38,25.93,6.9,8.42,102.7,5.12,53.53,18.28,38.96,845.28,122.63,679,28.64,31.9,79.93,131.48,30.11,8.28,48.22,96.69,73.46,5.26,53.22,60.49,64.76,9.19,51.1,3.42,161.31,21.3,138.6,32.58,5.34,6.84,136.96,73.02,128.08,4.57,29.04,27.51,9.98,96.42,39.07,52.06,181.9,78.97,9.12,5.27,24.99,25.02,3.15,105.14,80.06,63.41,57.58,37.42,224.32,22.59,6.98,2.2755,140.17
2024-02-09,1.08,4.55,14.88,6.31,95.32,105.47,20.78,142.34,24.35,86.93,60.41,10.83,25.13,18.07,114.94,46.98,487.58,112.58,26.18,58.46,1.58,19.04,41.09,5.52,13.12,42.67,16.8,384.98,5.39,109.21,3.57,42.06,7.25,26.15,6.38,8.49,102.64,5.11,52.31,18.26,39.41,866.03,123.23,680.49,28.64,31.7,80.92,130.49,30.08,8.28,48.4,96.68,73.28,5.62,52.81,60.48,66.87,9.12,50.07,3.38,161.74,21.04,138.6,33.22,5.26,6.86,137.4,73,127.98,4.55,28.96,27.56,9.98,96.16,40.67,52.54,180.96,78.93,9.31,5.27,25.17,25.02,3.19,105.47,80.29,63.69,57.71,37.4,223.76,22.59,6.98,2.2855,140.19
2024-02-12,1.08,4.62,15.13,6.34,96.1,106.29,20.99,142.83,24.6,87.65,61.15,10.92,25.33,18.28,115.62,47.37,491.7,113.62,26.14,59.57,1.58,19.71,40.87,5.56,13.26,43.43,16.99,385.13,5.5,110.18,3.58,42.56,7.22,26.61,6.33,8.82,102.65,5.12,52.5,18.57,40.9,867.52,122.24,674.54,28.78,32.49,81.41,132.47,30.25,8.25,48.94,97.53,73.69,6.4,52.86,60.66,67.07,9.24,50.75,3.38,161.36,21,138.6,34.39,5.26,6.92,138.58,73.39,129.78,4.69,29.46,28.03,9.98,96.28,42.9,54.24,180.34,79.98,9.41,5.27,25.75,25.02,3.17,106.27,80.92,64.31,58.21,37.86,224.15,22.6,6.98,2.217,140.21
2024-02-13,1.08,4.55,14.78,6.28,94.35,104.59,20.62,142.57,24.02,86.8,60.9,10.68,24.9,18.11,114.54,46.86,486.66,112.44,25.55,58.02,1.56,19.27,39.88,5.52,13.29,42.87,17.03,377.6,5.39,108.24,3.66,41.02,7.35,26.45,6.38,8.54,102.52,5.12,53.36,18.11,40.08,840.93,118.68,682.97,28.58,32.09,82.4,132.47,30.08,8.21,49.18,96.94,73.05,6.07,52.86,60.52,67.19,9.18,50.43,3.38,159.94,20.89,138.6,34.74,5.06,6.87,137.3,72.72,129.32,4.62,28.98,27.64,9.98,96.39,42.28,52.91,179.56,79.09,9.32,5.27,25.67,25.02,3.08,104.65,79.84,63.72,57.64,37.56,223.96,22.51,6.98,2.404,140.23
2024-02-14,1.07,4.6,14.89,6.28,94.74,104.79,20.69,143.3,24.02,86.93,60.91,10.71,24.92,18.1,115.08,46.89,486.94,112.72,25.65,58.34,1.56,19.31,38.8,5.55,13.31,45.15,18.06,375.82,5.35,110.67,3.68,41.09,7.22,26.79,6.21,8.99,102.54,5.11,51.49,18.53,40.62,843.59,119.27,698.66,28.64,32.49,81.41,131.48,30.11,8.36,48.95,96.83,73.58,6.69,53.21,60.65,68.79,9.27,50.52,3.38,161.27,20.92,138.6,34.19,5.14,6.89,138.1,73.1,129.58,4.65,29.28,27.7,9.98,96.39,44.62,53.06,179.05,79.33,9.41,5.27,25.9,25.02,3.1,104.73,80.03,64.03,57.74,37.65,224.93,22.54,6.98,2.298,140.24
2024-02-15,1.07,4.6,15.12,6.37,94.72,105.47,20.92,143.34,23.64,87.34,61.77,10.76,24.84,18.2,115.9,47.09,488.82,113.16,25.5,59.13,1.59,19.08,38.99,5.56,13.41,43.43,18.35,373.14,5.61,109.7,3.59,41.53,7.07,26.66,6.1,9.16,102.61,5.12,52.16,18.46,40.88,850.91,118.28,702.13,28.71,32.29,82.4,132.47,30.06,8.38,49.19,96.92,74.22,6.83,52.98,62.01,67.34,9.35,50.6,3.43,163.18,21.12,138.6,36.76,5.19,6.95,139.68,73.54,129.6,4.66,29.32,27.95,9.98,96.37,45.13,54.05,179.38,80.02,9.42,5.27,26.26,25.02,3.14,105.48,80.6,64.28,58.07,37.9,224.85,22.57,6.98,2.169,140.28
2024-02-16,1.08,4.64,15.38,6.39,94.57,105.89,20.94,143.12,23.33,87.74,62.16,10.76,24.88,18.31,116.68,47.23,490.18,113.7,25.11,59,1.58,19.73,38.9,5.52,13,43.62,18.54,373.44,5.78,111.15,3.59,41.92,6.94,26.81,6.31,9.52,102.5,5.12,50.29,18.69,40.16,864.55,116.3,726.47,28.8,32.69,82.89,134.45,29.85,8.41,49.39,96.53,74.41,6.78,52.98,62.52,67.46,9.35,50.95,3.33,165.35,21.28,138.6,36.8,5.2,7,139.94,74.03,130.08,4.76,29.54,28.13,9.98,95.99,44.96,54.21,180,80.22,9.48,5.27,26.39,25.02,3.16,105.91,81,64.5,58.27,37.95,224.18,22.49,6.98,2.0245,140.29
2024-02-19,1.08,4.63,15.35,6.36,94.06,105.5,20.95,142.88,23.22,87.53,61.87,10.72,24.74,18.27,116.82,47.07,488.62,113.52,25.03,58.73,1.6,19.75,38.73,5.5,13.01,43.68,18.95,375.37,5.74,111.64,3.68,41.1,6.6,26.83,5.96,9,102.57,5.12,49.94,18.9,40.54,849.62,115.31,729.94,28.74,32.69,81.41,134.45,29.96,8.43,49.82,97.13,74.39,6.64,52.8,63,67.97,9.41,51.31,3.37,165.7,21.2,138.6,35.13,5.32,6.96,139.58,74.15,130.7,4.71,29.51,28.05,9.98,96.05,44.89,53.61,180.8,79.8,9.46,5.27,26.51,25.02,3.15,105.54,80.82,64.46,58.1,37.97,223.81,22.5,6.98,2.1,140.32
2024-02-20,1.08,4.61,15.25,6.35,92.25,104.75,20.76,143.34,22.83,86.68,61.8,10.57,24.07,18.11,116.64,46.52,482.9,112.48,24.38,57.44,1.62,18.77,39.02,5.54,12.98,43.34,18.91,367.39,5.5,112.12,3.67,40.32,6.18,26.95,5.9,9,102.64,5.12,49.1,19.14,40.12,828.08,115.71,703.62,28.58,32.09,81.41,136.42,30.2,8.43,49.28,97.86,74.71,6.26,53.66,62.13,64.1,9.42,52,3.36,164.86,21.42,138.6,34.1,5.1,6.91,139.82,74.08,131.54,4.67,29.42,27.81,9.98,95.85,44.32,52.96,181.06,79.51,9.36,5.27,26.18,25.02,3.23,104.74,80.26,63.2,57.35,37.81,224.39,22.57,6.98,2.08,140.34
2024-02-21,1.08,4.63,15.19,6.32,90.42,104.63,20.64,142.57,21.83,86.58,61.74,10.55,23.96,18.14,116.44,46.48,482.52,112.42,22.92,56.47,1.62,19.22,36.67,5.59,13.13,44.1,18.79,366.74,5.67,108.73,3.62,40.36,6.02,27.4,5.68,9.08,102.58,5.12,49.7,19.1,40.28,824.42,113.53,684.75,28.62,32.09,79.93,132.47,30.4,8.37,49.35,98.58,74.86,6.09,54.1,64.72,62.34,9.48,52.37,3.35,165.55,21.52,138.6,33.7,5.13,6.87,141.16,74.02,132.58,4.78,29.48,27.67,9.98,95.77,43.83,52.54,180.65,79.3,9.1,5.27,26.25,25.02,3.22,104.67,80.21,62.93,57.35,37.77,222.66,22.5,6.98,2.124,140.36
2024-02-22,1.08,4.66,15.35,6.41,92.95,106.76,21,142.9,22.36,88.05,62.14,10.85,25.03,18.41,117.52,47.45,492.26,114.22,23.6,58.66,1.61,19.24,38.84,5.57,13.07,44.38,18.84,376.17,5.55,110.67,3.73,41.6,6.15,27.41,5.68,9.14,102.55,5.12,50.31,19.4,39.56,866.73,118.68,710.58,28.83,31.7,80.43,131.77,30.52,8.44,49.9,98.87,75.78,6.3,54.02,65.93,72.54,9.55,52.67,3.3,168.17,21.73,138.6,34.96,5.19,6.96,142.7,74.64,133.54,4.81,29.7,28.1,9.98,95.68,44.13,52.97,180.4,80.2,9.18,5.27,26.36,25.02,3.22,106.71,81.6,65.05,58.59,38.13,223.11,22.53,6.98,2.16,140.38
2024-02-23,1.08,4.66,15.26,6.49,93.23,107.24,20.97,143.67,22.5,88.39,62.41,10.87,25.11,18.52,117.98,47.61,494.27,114.54,23.77,58.35,1.61,19.14,37.44,5.59,13.09,44.16,18.76,376.31,5.01,111.64,3.82,40.91,5.88,27.91,5.61,8.63,102.58,5.12,51.81,19.64,39.3,855.06,119.07,701.14,28.91,32.49,81.41,132.76,30.51,8.45,50.12,98.72,76.31,5.89,54.34,66.44,72.97,9.6,52.83,3.34,171.29,21.75,138.6,34.6,4.98,7,144.12,74.99,134.52,4.85,29.72,28.08,9.98,95.65,43.61,53.09,181.29,80.5,9.31,5.27,26.26,25.02,3.23,107.28,81.93,65.14,58.83,38.28,224.54,22.59,6.98,2.119,140.4
2024-02-26,1.08,4.63,15.49,6.52,93.64,107.04,21,142.97,22.66,88.06,62.18,10.88,25.11,18.47,117.56,47.43,492.2,114.14,24.29,59.26,1.59,19.89,36.74,5.52,13.09,44.57,19.73,373.44,5.05,109.7,3.87,40.72,5.87,27.74,5.51,9.22,102.56,5.12,52.43,19.56,39.34,859.81,118.28,708.59,28.81,32.09,81.41,133.75,30.5,8.41,49.98,98.93,75.99,6.62,54.08,66.3,73.08,9.61,51.85,3.26,170.9,21.52,138.6,34.56,5.06,7.01,143.78,74.71,133.7,4.8,29.53,28,9.98,95.23,45.55,53.27,180.33,80.17,9.39,5.27,26.71,25.02,3.27,107.06,81.82,65.19,58.57,38.11,223.38,22.55,6.98,2.2305,140.42
2024-02-27,1.09,4.65,15.5,6.61,93.73,106.67,21.16,142.93,22.83,87.93,62.28,10.85,24.97,18.48,117.74,47.26,490.64,114,24.55,59.67,1.59,20.64,37.14,5.58,13.2,44.25,19.27,371.06,5.2,106.3,3.88,42.41,6.04,27.69,5.8,9.38,102.56,5.12,52.5,19.58,38.98,869.1,118.87,702.63,28.82,32.29,80.92,132.76,30.47,8.4,50.05,98.7,76.2,6.85,53.49,66.77,72.65,9.75,52.09,3.35,172.58,21.59,138.6,34.84,4.99,7.07,144.24,74.83,133.9,4.86,29.61,27.92,9.98,95.3,48.59,54.1,180.85,80.19,9.4,5.27,26.6,25.02,3.27,106.67,81.67,65,58.43,38.14,223.42,22.53,6.98,2.2325,140.45
2024-02-28,1.08,4.59,15.47,6.58,93.35,106.83,21.05,142.98,22.75,87.98,62.57,10.84,25,18.49,117.36,47.39,492.07,113.92,24.43,59.35,1.6,19.96,38.26,5.5,13.18,44.26,19.4,373.34,5.3,108.24,3.93,41.05,5.99,27.9,6.1,8.73,102.6,5.12,52.76,19.08,38.61,859.41,117.29,691.71,28.79,31.7,81.41,133.75,30.54,8.31,49.85,98.19,76.19,7.03,53.34,67.83,71.68,9.8,51.95,3.26,175.75,21.78,138.6,35.02,4.93,7.07,143.82,74.55,134.34,4.73,29.25,27.95,9.98,95.43,52.57,53.99,180.98,80.46,9.44,5.27,27,25.02,3.25,106.85,81.66,64.98,58.48,38.1,223.79,22.51,6.98,2.2645,140.46
2024-02-29,1.08,4.6,15.61,6.44,93.92,106.91,21.2,143.55,22.86,88.18,62.66,10.85,25.09,18.59,117.32,47.53,493.42,114.22,24.78,59.87,1.6,19.91,37.17,5.52,13.08,43.54,19.51,373.93,5.05,107.27,3.94,41.11,5.83,27.82,5.88,9.43,102.69,5.12,53.48,19.17,38.99,860.5,117.29,689.72,28.89,31.9,80.92,133.75,30.35,8.36,50.09,97.5,76,6.24,53.48,68.7,73.93,10.1,51.89,3.24,178.76,21.69,138.6,35.59,4.97,7.04,143.66,74.55,133.38,4.74,29.33,28.08,9.98,95.85,53.33,54.16,182.43,80.83,9.44,5.27,27.07,25.02,3.21,106.89,81.7,65.24,58.59,38.19,225.13,22.59,6.98,2.2155,140.5
2024-03-01,1.08,4.65,15.77,6.53,95.19,107.69,21.47,143.12,22.92,88.8,63,11,25.52,18.69,118.06,47.82,496.25,115.04,24.4,60.73,1.59,20.13,37.17,5.53,13.16,43.73,19.99,377.65,5.43,111.64,4.03,42.63,6.09,27.89,5.84,9.95,102.77,5.12,56.04,19.27,40.04,883.73,120.65,713.56,29.02,32.29,80.92,133.75,30.51,8.49,50.83,98.14,75.98,6.39,52.8,68.59,75.69,10.51,52.61,3.33,177.14,21.99,138.6,35.65,4.9,7.09,145.24,75.02,135.16,4.82,29.66,28.19,9.98,95.78,52.67,54.65,185.01,81.08,9.43,5.27,27.19,25.02,3.23,107.71,82.33,66.49,59.1,38.56,224.71,22.61,6.98,2.0705,140.51
2024-03-04,1.08,4.64,15.7,6.45,95.55,108.07,21.42,143.55,22.86,88.79,63.24,11.04,25.78,18.76,118.06,47.86,496.5,114.94,24.27,61.08,1.58,19.49,39.07,5.54,13.21,43.67,20.28,379.49,5.2,114.55,4.06,42.26,6.43,28.17,5.99,9.15,102.72,5.12,60.55,19.03,40.99,902.71,126.19,725.97,29,31.9,80.92,132.76,30.58,8.48,50.47,98.21,76.19,6.64,52.88,68.42,78.29,10.45,53.66,3.23,176.94,22,138.6,35.42,4.77,7.03,145.02,75.01,136,4.73,29.55,28.15,9.98,95.61,56.71,54.79,188.24,81.38,9.5,5.27,27.34,25.02,3.28,108.09,82.58,66.94,59.15,38.56,224.88,22.59,6.98,1.882,140.53
2024-03-05,1.09,4.6,15.46,6.41,93.53,107.21,21.24,144.56,22.23,88.18,62.84,10.84,25.17,18.66,117.78,47.44,492.29,114.14,23.29,59.71,1.64,19.5,38.19,5.67,13.32,43.11,20.45,368.53,4.94,110.67,3.93,41.78,6.13,28.27,5.76,9.15,102.78,5.12,58.38,18.74,39.72,889.17,123.62,708.59,28.92,32.89,81.41,133.75,30.84,8.45,50.79,98.66,76.02,6.07,52.78,67.97,79.04,10.51,53.63,3.35,174.46,22.04,138.6,34.54,4.67,6.99,146.1,74.86,136.92,4.67,29.33,28.08,9.98,95.69,55.6,54.19,188.89,81.25,9.41,5.27,27.6,25.02,3.29,107.2,82,66.12,58.68,38.56,226.06,22.71,6.98,1.8698,140.54
2024-03-06,1.09,4.65,15.59,6.44,94.64,107.71,21.42,145,22.56,88.47,62.97,10.93,25.4,18.7,118.28,47.51,493.56,114.64,23.76,60.6,1.66,19.84,38.04,5.73,13.43,43.76,20.62,367.04,5.12,110.67,3.97,42.27,5.94,28.23,5.59,9.6,102.8,5.12,58.33,18.89,40.63,901.72,128.96,714.05,29.02,33.29,80.43,133.75,31.02,8.48,51.37,99.48,76.22,6.31,52.56,67.35,81.14,10.61,53.66,3.39,175.88,22.03,138.6,35.13,4.73,7.04,147.06,75.14,138.02,4.75,29.63,28.18,9.98,95.54,56.81,54.26,189.8,81.22,9.54,5.27,27.91,25.02,3.35,107.74,82.5,66.71,58.93,38.86,226.66,22.73,6.98,1.7826,140.57
2024-03-07,1.09,4.64,15.61,6.45,95.25,108.36,21.58,145.37,22.61,88.86,63.07,11.03,25.67,18.78,119.64,47.66,494.83,115.1,23.7,61.27,1.65,19.27,37.75,5.76,13.43,43.71,20.51,369.97,5.09,121.35,4.12,43.74,5.88,28.23,5.57,9.45,102.87,5.13,59.48,18.59,41.77,938.29,134.5,715.54,29.07,33.49,81.41,132.76,31.36,8.48,51.22,100.66,76.8,6.26,52.16,66.99,84.53,10.68,54.71,3.46,177.39,22.37,138.6,35.23,4.9,7.08,147.36,76.04,139.08,4.67,29.62,28.22,9.98,95.31,57.16,54.4,190.15,81.34,9.5,5.27,27.78,25.02,3.39,108.42,82.92,67.32,59.43,38.92,226.97,22.74,6.98,1.7122,140.6
2024-03-08,1.1,4.65,15.6,6.48,95.16,108.54,21.64,145.67,22.71,88.93,63.27,11,25.53,18.76,119.54,47.71,495.25,115.12,23.77,60.9,1.67,19.03,40.38,5.76,13.5,43.88,20.43,370.31,5.18,118.43,4.21,42.8,6.18,27.7,5.89,9.52,102.9,5.13,58.26,18.6,40.57,912.79,134.7,693.69,29.15,33.49,81.41,133.75,31.33,8.5,51.24,100.49,76.94,6.43,52.37,67.5,79.97,10.72,55.21,3.44,177.76,22.42,138.6,36.07,4.87,7.12,147.26,75.97,139.28,4.67,29.64,28.27,9.98,95.45,56.8,54.63,191.81,81.52,9.47,5.27,27.55,25.02,3.4,108.51,82.98,67.01,59.2,38.89,227.2,22.77,6.98,1.738,140.62
2024-03-11,1.09,4.66,15.51,6.47,94.25,107.7,21.37,145.19,22.97,88.32,62.92,10.87,25.22,18.66,119.2,47.41,492.08,114.5,23.57,60.02,1.61,20.21,37.38,5.78,13.37,43.43,19.6,366,5.4,119.4,4.28,42.91,5.83,27.92,5.55,10.05,102.88,5.13,57.26,18.86,40.5,874.34,126.39,663.9,29.01,32.89,82.4,132.76,31.33,8.41,50.1,100.68,76.83,6.63,52.77,67.05,78.34,10.78,55.32,3.39,176.49,22.44,138.6,35.8,4.86,7.09,146.88,75.71,139.54,4.81,29.74,28.19,9.98,95.61,61.5,54.15,192.6,81.36,9.41,5.27,27.15,25.02,3.38,107.75,82.36,65.74,58.65,38.7,226.3,22.76,6.98,1.7062,140.63
2024-03-12,1.09,4.71,15.79,6.4,95.4,108.58,21.44,145.48,23.14,89.07,63.24,10.97,25.63,18.85,120.36,47.84,496.58,115.44,23.93,60.44,1.6,21.21,37.15,5.78,13.49,43.47,19.76,375.37,5.7,116.98,4.26,43.65,5.9,28.56,5.56,10.32,102.81,5.13,56.89,19.26,40.63,882.05,131.53,682.27,29.11,32.89,82.4,133.75,31.57,8.4,50.32,101.26,77.51,6.27,53.2,68.22,84.86,10.83,55.94,3.3,178.56,22.86,138.6,37.53,4.91,7.07,148.72,76.46,142.2,4.9,29.99,28.37,9.98,95.47,59.92,53.82,191.31,81.62,9.44,5.27,27.02,25.02,3.36,108.55,82.98,66.59,59.33,38.92,226.39,22.72,6.98,1.7652,140.64
2024-03-13,1.09,4.69,15.75,6.43,95.05,108.85,21.33,145.58,23.14,89.07,63.39,10.93,25.39,18.87,120.58,47.83,496.49,115.4,23.98,59.73,1.56,21.19,38,5.83,13.75,43.84,20.44,375.87,5.66,118.43,4.31,42.81,6.13,28.93,5.58,10,102.82,5.13,57.58,19.15,39.42,868.8,133.12,686.74,29.08,32.89,82.89,134.74,32.01,8.1,49.83,102.93,78.02,6.71,53.6,67.32,82.74,10.85,57.1,3.26,179.7,22.9,138.6,37.88,4.74,7.05,149.32,76.64,143.3,4.92,29.79,28.41,9.98,95.18,61.66,54.16,191.54,81.83,9.48,5.27,27.24,25.02,3.4,108.85,83.19,66.42,59.39,38.8,226.36,22.69,6.98,1.6032,140.68
2024-03-14,1.1,4.69,15.6,6.33,94.55,108.54,21.14,144.82,22.79,89.13,63.2,10.92,25.55,18.83,120.44,47.92,497.46,115.46,23.53,58.85,1.56,21.34,35.71,5.76,13.33,43.75,21.09,386.63,5.34,120.38,4.28,42.24,5.97,28.98,5.41,9.39,102.74,5.13,57.05,19.16,38.93,870.88,128.57,691.71,29.03,32.69,82.4,135.73,31.86,8.24,50.03,102.37,77.98,6.16,53.97,67.38,80.58,10.91,56.45,3.25,179.79,22.7,138.6,39.43,4.92,6.98,148.96,76.58,142.46,4.86,29.87,28.15,9.98,95.33,59.94,53.39,191.45,81.35,9.49,5.27,27.22,25.02,3.32,108.5,82.95,66.74,59.56,38.68,226.07,22.64,6.98,1.6312,140.7
2024-03-15,1.09,4.66,15.47,6.3,93.48,107.68,21.07,144.71,22.45,88.6,63.16,10.77,25.18,18.73,120.08,47.53,493.72,114.8,23.02,58.15,1.59,21.57,36.54,5.76,13.32,43.74,21.01,377.16,5.11,119.89,4.24,40.8,5.92,29.61,5.37,9.64,102.76,5.13,55.56,18.6,38.86,847.85,123.03,685.75,28.96,32.29,81.91,135.73,32.24,8.2,50.28,103.36,78.1,6.37,53.48,67.93,80.62,10.92,57.35,3.25,180.73,22.95,138.6,39.46,4.73,6.96,149.54,76.28,144.5,4.86,29.68,28.04,9.98,95.28,57.91,53.38,191.63,81.15,9.45,5.27,27.23,25.02,3.32,107.6,82.48,66.12,59.07,38.82,225.58,22.6,6.98,1.5234,140.71
2024-03-18,1.09,4.67,15.73,6.32,94.84,108.71,21.25,144.84,22.48,89.39,63.25,10.9,25.45,18.89,119.9,48.09,499.16,115.68,23.35,58.46,1.57,22.25,37.97,5.7,13.27,43.15,21.49,382.17,5.4,119.4,4.23,40.67,5.83,29.85,5.52,9.82,102.74,5.13,55.6,18.6,38.9,860.79,127.15,700.64,29.17,32.09,82.89,134.74,32.2,8.24,51.04,103.26,77.95,6.5,53.76,67.82,80.96,10.98,57.49,3.27,179.42,22.93,138.6,40.12,4.41,7,149.8,76.18,144.8,4.89,29.76,28.1,9.98,95.29,57.8,53.47,191.55,81.77,9.55,5.27,27.26,25.02,3.29,108.7,83.09,66.83,59.57,38.97,225.86,22.56,6.98,1.5928,140.74
2024-03-19,1.09,4.65,15.78,6.32,94.16,108.75,21.2,144.64,22.33,89.51,63.54,10.86,25.46,18.9,120.22,48.16,499.84,115.84,23.25,58.02,1.57,22.17,38.38,5.71,13.59,43.53,21.83,384.45,5.05,118.43,4.34,39.46,5.73,30.48,5.51,9.89,102.8,5.13,54.44,18.55,38.27,859.61,122.38,702.13,29.1,31.9,82.89,134.74,32.56,8.14,51.43,104.39,78.54,6.26,53.73,68.91,81.91,11.11,58.09,3.12,169.08,23.24,138.6,40.15,4.39,7,151.14,76.35,146.96,4.86,29.65,28.09,9.98,95.48,54.72,53.58,191.22,81.91,9.58,5.27,27.39,25.02,3.27,108.71,83.22,66.96,59.62,39.17,225.66,22.6,6.98,1.6158,140.77
2024-03-20,1.09,4.66,15.77,6.28,94.24,109.04,21.18,144.56,22.42,89.72,64.02,10.9,25.55,18.88,120.18,48.32,501.5,116.12,23.37,58.09,1.56,22.16,37.65,5.73,13.37,43.26,21.94,386.33,4.78,117.46,4.29,39.39,5.86,30.52,5.51,9.51,102.83,5.13,54.91,18.52,38.01,864.45,124.17,702.63,29.18,32.09,84.87,135.73,32.74,8.17,51.45,104.86,78.25,6.61,53.91,68.97,83.19,10.69,58.02,3.12,171.74,23.28,138.6,40.29,4.56,6.98,151.24,76.33,146.64,4.88,29.73,28.15,9.98,95.69,53,53.56,191.54,82.15,9.63,5.27,27.5,25.02,3.27,109.04,83.43,67.22,59.83,39.22,225.38,22.65,6.98,1.623,140.79
2024-03-21,1.09,4.72,16.06,6.41,96.36,110.73,21.67,144.94,22.94,91.02,64.78,11.16,26.1,19.13,121.32,49.05,509.1,117.74,23.7,60.35,1.54,22.24,38.34,5.7,13.41,43.98,21.74,392.98,4.69,116.01,4.32,39.98,6.13,30.52,5.69,9.24,102.92,5.13,58.61,19.1,39.37,912.69,129.13,708.09,29.46,33.49,86.35,135.73,33.11,8.25,51.94,106,78.42,7.25,54.12,67.86,83.98,10.71,58.69,3.08,170.84,23.67,138.6,41.23,4.56,7.1,151.42,77.07,148.56,4.89,30.08,28.96,9.98,95.92,56.84,55.21,193.44,83.44,9.76,5.27,27.68,25.02,3.27,110.7,84.67,68.78,60.73,39.72,226.21,22.65,6.98,1.6526,140.8
