Date,EURUSD,AEEMMI,BATTMI,BTECL,GOAIMI,IBCFDE,IROBDE,IS0MDE,ISPYMI,IWDAAS,LYM8DE,NQSEDE,QDVEDE,REUSEPA,SC0CDE,SP5PA,SXR8DE,VWCEDE,WCBRMI,WTAIMI,A2AMI,BY6BE,CJ6BE,ENELMI,ENIMI,IPMI,LDOMI,MSFDE,N3IABE,NOVABE,SBLBE,STMMIMI,U6ZBE,UCGMI,VO51BE,XPEV,IT25L,IB25DE,WDCHM,IBCJDE,INLDE,ASMLAS,TSFABE,LLYDE,V60AAS,TT6F,E6ZF,Z0YBE,XESPDE,QDV5DE,EUNNDE,LYXIBMC,CACPA,DAPPMI,CCC3DE,MBGF,NVDF,PSTMI,BNPPA,EDPF,SIEDE,GLEPA,C001DE,RNOVI,ALCATPA,HEALAS,CSMIBMI,IMAEAS,LYBKDE,H4ZPDE,IS3NDE,IQQLDE,AK8EDE,CBU5DE,BTCEPA,ZPRRDE,SGLDMI,XDEWDE,ASWCDE,DFNDMI,DFENDE,EUDFDE,USE5MI,IUSEMI,IBCHDE,IS3RDE,IS3QDE,IS3SDE,IBCIDE,VAGFDE,IB1TDE,3SISMI,XEONDE
2022-09-27,0.96,4.41,15.64,5.32,71.11,78.79,17.24,131.11,19.08,70.25,48.55,7.08,16.16,14.08,89.14,37.77,393,92.86,17.44,40.71,0.89,23.52,25.65,3.65,9.1,32.6,7.56,241.54,18.35,47.77,2.23,33.75,3.35,9.1,5.64,13.71,100,5,33.69,9.96,26.58,438.18,73.39,315.66,25.11,25.98,68.6,113.21,21.1,7.26,39.86,69.08,53.36,3.68,54.96,46.67,12.9,6.65,39.51,3.89,90.39,19.7,138.6,26.2,5,6.86,87.81,72.02,82.24,5.71,27.4,19.98,9.98,90.77,19.99,48.9,164.3,70.88,7.19,5.27,18.53,25.02,2.3,78.77,60.82,51.08,44.42,30.81,213.48,21.71,6.98,7.209,134.71
2022-09-28,0.96,4.37,15.6,5.48,71.33,79.11,17.42,132.78,19.21,70.51,48.93,7.11,16.01,14.12,89.54,37.86,394.11,93.13,17.65,40.83,0.9,22.98,27.44,3.67,9.13,33,7.15,241.59,17.73,47.87,2.25,32.89,3.61,8.95,6.35,13.33,100,5,33.82,9.89,26.64,438.08,72.24,344.6,25.23,25.42,68.12,110.66,21.08,7.28,40.02,68.99,53.48,3.75,53.84,46.93,12.89,6.66,37.97,3.89,91.81,18.85,138.6,27.13,4.92,7.09,87.14,72.02,80.71,5.65,27.23,20.02,9.98,90.77,19.19,49.49,165.79,71.38,7.19,5.27,18.53,25.02,2.34,79.19,61.13,51.25,44.67,30.84,214.75,21.88,6.98,7.073,134.7
2022-09-29,0.97,4.24,15.04,5.41,69.48,78.34,16.95,132.19,18.67,68.82,47.79,6.99,15.53,13.78,88.17,36.87,383.84,90.81,17.19,39.62,0.89,21.48,27.78,3.61,9.14,31.97,7.22,235.67,17.15,49.06,2.14,31.11,3.79,8.71,6.41,12.11,100,5,33.97,9.46,25.61,420.74,67.52,329.3,24.78,26.06,69.58,110.2,20.69,7.01,39.32,67.7,52.65,3.57,53.27,45.16,12.43,6.52,37.25,3.89,90.7,18.07,138.6,24.99,4.96,6.91,85.06,72.02,78.85,5.44,26.41,19.26,9.98,90.77,18.8,47.9,163.87,69.55,7.19,5.27,18.53,25.02,2.5,78.4,60.48,50.37,43.68,30.2,212.13,21.81,6.98,6.856,134.7
2022-09-30,0.98,4.26,15.02,5.53,70.35,78.81,17.17,133.35,18.99,69.3,48.25,7.05,15.62,13.83,89.19,37.07,385.46,91.33,17.68,40.41,0.9,21.49,26.82,3.59,9.23,33,7.09,239.43,16.46,48.82,2.03,31.54,3.62,8.94,6.12,11.95,100,5,32.58,9.44,25.62,422.4,67.9,326.07,24.93,25.22,67.14,108.59,20.88,7.17,39.38,68.41,53.39,3.76,53.54,44.72,12.49,6.63,38.19,3.83,93.41,18.33,138.6,25.43,5.11,7.06,86.11,72.02,80.35,5.47,26.55,19.59,9.98,90.77,19.45,48.9,165.04,69.87,7.19,5.27,18.53,25.02,2.53,78.88,60.9,50.48,43.8,30.28,213.36,21.91,6.98,6.232,134.7
2022-10-03,0.98,4.27,15.02,5.47,70.09,78.63,17.22,135.54,18.71,69.18,48.59,6.97,15.5,13.89,89.81,36.9,383.7,91.29,17.18,40.11,0.92,21.56,26.64,3.7,9.51,33.33,7.21,236.35,15.89,48.35,2.09,31.98,3.6,9.15,6.19,11.73,100,5,33.3,9.53,25.83,429.9,67.13,318.2,25.03,25.63,67.63,108,21.16,7.09,39.59,69.21,53.7,3.62,53.06,45.64,12.75,6.77,38.43,3.76,93.16,18.64,138.6,25.86,5.04,6.97,87.32,72.02,81.28,5.43,26.66,19.74,9.98,90.77,18.81,48.72,166.07,70.04,7.19,5.27,18.53,25.02,2.58,78.68,60.96,50.76,43.86,30.51,215.67,21.99,6.98,5.036,134.7
2022-10-04,0.98,4.36,15.57,5.61,71.91,81.28,17.78,135.81,19.3,70.6,49.64,7.25,15.91,14.21,92.76,37.55,391.27,93.26,17.89,41.63,0.94,22.94,27.83,3.79,9.77,35.44,7.32,244.27,16.22,50.26,2.13,33.71,3.98,9.45,6.59,11.98,100,5,34.9,9.99,26.42,456.74,68.48,321.67,25.33,25.34,69.73,111.77,21.84,7.16,40.01,71.27,55.94,3.88,52.87,46.84,13.22,6.97,39.83,3.89,98.14,19.38,138.6,26.84,5.28,7.1,90.29,72.02,84.94,5.6,27.15,20.52,9.98,90.77,19.21,49.88,167.23,71.43,7.19,5.27,18.53,25.02,2.75,81.21,62.97,51.47,44.7,31.14,218.28,22.12,6.98,4.323,134.7
2022-10-05,1,4.38,15.34,5.58,71.85,80.4,17.71,133.83,19.14,70.46,49.44,7.12,15.92,14.19,91.9,37.57,391.23,93.07,17.58,41.35,0.91,22.42,27.34,3.67,9.92,35.25,7.2,243.49,16.09,50.5,2.18,34.2,3.93,9.23,6.73,10.99,100,5,36.13,9.75,26.21,454.45,69.83,325.97,25.2,26.33,70.7,112.8,21.55,7.18,40.03,70.48,55.38,3.79,52.3,45.94,13.35,6.87,38.64,3.94,96.22,18.98,138.6,26.31,5.12,7.08,89.01,72.02,83.09,5.63,27.21,20.29,9.98,90.77,19.3,49.63,167.48,71.53,7.19,5.27,18.53,25.02,2.6,80.34,62.33,51.79,44.76,31.08,215.94,21.96,6.98,4.994,134.72
2022-10-06,0.99,4.41,15.62,5.62,73.2,81.07,17.98,133.15,19.6,71.02,49.3,7.24,16.22,14.23,91.28,38.02,395.96,93.72,18.21,42.06,0.89,22.14,27.55,3.54,9.93,35.72,7.03,247.65,15.21,51.46,2.26,34.75,4.11,9.11,6.91,10.56,100,5,37.48,9.64,26.47,464.19,72.43,332.38,25.3,26.24,71.19,112.6,21.33,7.18,40.23,69.74,54.94,3.9,52.2,46.33,13.36,6.75,38.22,3.89,97.05,18.95,138.6,26.81,5.17,7.18,88.4,72.02,82.2,5.65,27.39,20.36,9.98,90.77,19.48,50.27,168.43,72.2,7.19,5.27,18.53,25.02,2.56,81.18,62.69,51.95,45.16,31.13,215.09,21.87,6.98,4.809,134.71
2022-10-07,0.98,4.35,15.45,5.56,71.08,78.81,17.45,131.68,19,69.63,48.1,6.98,15.63,13.89,90.14,37.14,387.17,92.03,17.45,40.72,0.87,21.82,27.18,3.5,10.02,35.15,7.25,236.4,14.4,51.46,2.21,32.92,4.07,9.15,6.91,9.89,100,5,37.13,9.56,25.12,435.7,69.25,331.3,24.97,26.28,72.65,112.8,21.16,7.09,39.96,69.16,54.34,3.63,51.58,45.16,12.37,6.66,38.2,3.77,94.76,19.13,138.6,28.1,5.18,7.06,87.35,72.02,81.71,5.52,27.06,19.88,9.98,90.77,19.11,49.19,167.95,70.66,7.19,5.27,18.53,25.02,2.5,78.78,61.22,51.67,44.22,30.75,212.93,21.77,6.98,5.073,134.73
2022-10-10,0.97,4.3,15.33,5.43,70.44,77.65,17.24,132.67,18.54,69.33,48.3,6.83,15.39,13.84,89.77,36.96,384.56,91.47,16.72,39.57,0.88,20.57,26.77,3.56,9.97,34.56,7.31,231.86,14.11,50.98,2.22,32.29,3.8,9.31,6.89,9.54,100,5,36.37,9.44,24.82,421.47,68.77,325,24.86,25.21,71.68,111.97,21.09,7.21,39.86,68.81,54.1,3.48,51.76,45.16,12.02,6.77,38.35,3.79,95.89,19.35,138.6,28.82,4.94,6.93,87.46,72.02,81.71,5.36,26.8,19.8,9.98,90.77,18.99,49.13,166.46,70.56,7.19,5.27,18.53,25.02,2.37,77.69,60.47,51.36,44.04,30.64,212.34,21.67,6.98,5.643,134.74
2022-10-11,0.97,4.24,15.29,5.5,69.58,77.59,17.02,131.93,18.22,68.89,48,6.8,15.22,13.86,89.34,36.75,382.58,90.86,16.47,38.95,0.88,20.6,25.56,3.46,9.79,33.79,7.18,228.88,13.9,51.22,2.13,31.3,3.85,9.15,6.32,9.41,100,5,35.46,9.46,24.48,404.18,64.24,327.39,24.74,25.53,72.16,112.9,20.92,7.1,39.72,68.33,54.03,3.43,52.04,44.85,11.97,6.67,37.46,3.69,95.17,19.18,138.6,28.09,5.23,6.91,86.52,72.02,80.89,5.26,26.44,19.44,9.98,90.77,18.76,49.06,166.24,70.24,7.19,5.27,18.53,25.02,2.42,77.56,60.31,51.35,43.87,30.55,212.24,21.7,6.98,5.811,134.73
2022-10-12,0.97,4.23,15.12,5.5,69.21,77.22,16.85,131.04,17.97,68.63,47.58,6.77,15.16,13.85,88.72,36.7,381.93,90.5,16.15,38.85,0.86,21.61,23.24,3.4,9.64,33.35,6.84,226.68,13.26,51.22,2.15,31.05,3.92,9.13,6.38,9.55,100,5,35.92,9.44,24.72,403.35,63.28,328.96,24.66,26.33,72.65,112.65,20.63,7.11,39.38,67.71,53.9,3.34,52.84,45.42,11.83,6.52,37.09,3.53,94.56,19.06,138.6,27.92,5.22,6.87,85.6,72.02,80.36,5.23,26.32,19.34,9.98,90.77,18.78,48.65,166.2,69.96,7.19,5.27,18.53,25.02,2.39,77.3,60.01,51.3,43.72,30.39,212.52,21.6,6.98,6.157,134.72
2022-10-13,0.97,4.2,15.04,5.55,69.16,77.86,16.95,131.88,17.9,68.7,47.5,6.82,15.24,13.85,89.76,36.71,382.09,90.66,16.1,39.01,0.86,21.02,22.9,3.46,9.89,34.4,7,230.88,12.95,51.22,2.18,31.79,3.79,9.34,6.31,9.13,100,5,35.14,9.48,25.65,400.68,64.63,326.51,24.63,25.65,70.21,110.69,20.92,7.08,39.06,68.26,54.45,3.35,52.07,46.43,12.14,6.63,38.05,3.52,97.14,19.8,138.6,27.94,5.48,6.92,86.64,72.02,82.76,5.15,26.15,19.54,9.98,90.77,18.35,49.19,164.18,70.02,7.19,5.27,18.53,25.02,2.47,77.66,60.5,51.46,43.65,30.64,212.84,21.65,6.98,6.312,134.74
2022-10-14,0.98,4.2,14.94,5.57,69.39,77.74,16.81,131,17.86,68.93,47.67,6.78,15.23,13.85,89.93,36.84,383.56,90.69,16.05,38.92,0.9,21.31,21.42,3.49,9.97,34.06,6.97,232.3,12.49,52.17,2.26,31.29,3.98,9.44,6.61,8.38,100,5,35.88,9.59,25.39,387.18,66.55,332.04,24.65,25.8,70.21,111.67,21.03,7.08,39.01,68.84,54.97,3.38,52.62,46.14,11.59,6.73,38.59,3.52,96.15,19.94,138.6,28.05,5.61,6.97,87.41,72.02,83.4,5.17,26.15,19.66,9.98,90.77,18.95,49.17,163.32,70.12,7.19,5.27,18.53,25.02,2.44,77.76,60.46,51.47,43.63,30.65,211.33,21.51,6.98,6.853,134.75
2022-10-17,0.97,4.25,15.25,5.62,70.33,78.95,17.06,131.96,18.42,69.58,48.78,6.9,15.36,13.96,91.68,37.14,386.39,91.69,16.59,39.75,0.92,21.73,21.9,3.58,10.04,35.27,7.18,235.67,12.37,50.98,2.3,31.86,3.7,9.56,6.23,8.62,100,5,34.71,9.75,25.57,390.2,63.09,334.19,24.81,24.67,68.75,110.69,21.51,7.18,38.96,70.19,55.93,3.46,52.58,47.65,12.08,6.9,39.75,3.54,98.79,20.2,138.6,29.2,5.78,7.07,89.02,72.02,84.96,5.26,26.48,20.04,9.98,90.77,18.97,49.69,163.61,70.59,7.19,5.27,18.53,25.02,2.51,78.9,61.37,51.73,44.1,30.86,213.35,21.62,6.98,6.323,134.74
2022-10-18,0.98,4.22,15.18,5.64,70.46,79.32,17.13,131.68,18.62,69.72,49.27,6.91,15.38,14,91.92,37.28,387.72,91.72,16.85,39.86,0.92,21.97,22.93,3.61,9.93,36.29,7.17,235.28,12.71,51.46,2.33,32.09,4.05,9.7,6.85,8.6,100,5,34.97,9.82,24.78,393.17,65.49,330.23,24.86,26.02,70.21,113.63,21.66,7.14,38.63,70.67,56.18,3.34,52.81,49.33,12.13,7.15,40.44,3.64,99.99,20.42,138.6,29.51,5.04,7.12,89.96,72.02,86.16,5.19,26.27,20.11,9.98,90.77,18.78,49.94,162.1,70.88,7.19,5.27,18.53,25.02,2.54,79.37,61.56,51.6,44.1,30.7,212.01,21.55,6.98,6.42,134.75
2022-10-19,0.99,4.19,15.31,5.53,70.62,79.43,17.12,131.21,18.65,70,49.03,6.95,15.54,14.04,91.44,37.51,390.08,91.9,16.83,39.76,0.92,21.43,23.12,3.64,10.04,36.57,7.26,236.89,11.15,51.7,2.36,32.08,3.99,9.57,6.8,7.67,100,5,34.4,9.63,25.1,425.22,61.64,327.88,24.9,26.48,71.68,114.61,21.59,7.13,38.72,70.41,55.97,3.27,52.75,49.41,12.36,7.11,40.21,3.61,99.67,20.23,138.6,29.18,4.42,6.97,89.67,72.02,86.22,5.07,26.11,19.87,9.98,90.77,18.69,49.74,161.24,71.13,7.19,5.27,18.53,25.02,2.48,79.59,61.62,52.02,44.3,30.84,210.26,21.51,6.98,6.618,134.73
2022-10-20,0.98,4.24,15.33,5.5,70.89,79.84,17.25,131.51,18.97,70.12,48.69,7.03,15.74,14.05,91.79,37.52,390.49,92.26,17.21,40.3,0.92,21.39,22.85,3.6,10.23,37.3,7.41,238.85,11.2,50.98,2.32,32.81,4.04,9.64,6.74,7.94,100,5,33.49,9.93,25.54,440.62,61.83,327.34,24.88,26.65,71.68,113.63,21.8,7.25,38.85,70.98,56.35,3.31,51.81,48.77,12.41,7.08,40.64,3.64,99.6,20.4,138.6,29.71,4.37,6.96,90.45,72.02,87.38,5.09,26.41,19.93,9.98,90.77,18.7,49.85,161.44,70.94,7.19,5.27,18.53,25.02,2.53,79.84,61.93,52.14,44.37,30.99,211.41,21.46,6.98,6.08,134.77
2022-10-21,0.98,4.23,15.38,5.5,70.61,79.3,17.05,131.24,18.63,69.82,48.34,6.94,15.65,13.99,91.27,37.39,389.05,91.88,16.64,39.87,0.91,21.27,23.33,3.56,10.2,37.06,7.6,236.26,11.12,50.74,2.24,32.61,4.16,9.78,6.84,8.13,100,5,33.87,9.85,25.48,447.68,62.03,336.19,24.73,26.29,69.24,112.65,21.55,7.29,38.85,70.13,55.89,3.14,52.22,49.41,12.47,7.02,40.62,3.61,98.62,20.31,138.6,29.57,4.45,6.92,89.94,72.02,87.2,5.05,26.32,19.58,9.98,90.77,18.53,49.17,161.99,70.6,7.19,5.27,18.53,25.02,2.5,79.46,61.54,52.31,44.12,31.01,211.85,21.34,6.98,6.098,134.75
2022-10-24,0.99,4.06,15.43,5.59,71.07,81.06,17.21,132.61,18.74,70.54,49.35,7.07,15.89,14.17,92.52,37.91,394.19,92.36,16.74,39.97,0.94,19.56,24.12,3.64,10.45,38.45,7.58,242.17,9,52.17,2.26,33.32,4.22,9.83,7.08,7.16,100,5,35.13,9.98,26.13,465.6,58.56,345.48,24.82,26.57,70.7,113.63,21.92,7.25,38.62,71.45,56.76,3.23,53.41,50.21,12.62,7.18,41.13,3.68,101.39,20.66,138.6,29.31,4.53,6.92,91.84,72.02,88.86,4.54,25.4,19.86,9.98,90.77,18.59,49.57,161.3,71.57,7.19,5.27,18.53,25.02,2.6,81.03,62.61,52.83,44.74,31.31,214.96,21.42,6.98,5.773,134.77
2022-10-25,0.99,4.07,15.6,5.71,72.16,82.48,17.61,134.37,19.2,71.31,50.19,7.25,16.13,14.4,93.82,38.2,397.85,93.24,17.31,40.79,0.99,19.85,23.7,3.72,10.43,39.69,7.55,244.71,10.41,51.46,2.24,34.42,4.1,9.84,7.05,7.94,100,5,35.28,10.09,26.08,483.19,59.04,344.26,25.1,26.58,70.7,109.71,22.23,7.21,39.15,72.55,57.9,3.53,54.02,50.32,13.22,7.24,41.46,3.7,102.68,20.89,138.6,29.15,4.46,7.07,92.94,72.02,89.51,4.61,25.43,20.53,9.98,90.77,18.76,50.62,160.5,72.26,7.19,5.27,18.53,25.02,2.71,82.49,63.64,52.9,45.15,31.52,218.28,21.64,6.98,5.618,134.76
2022-10-26,1,4.11,15.8,5.88,72.71,83.21,17.81,134.51,19.44,71.45,50.25,7.26,15.99,14.43,94.37,38.22,397.66,93.44,17.65,41.37,0.99,19.82,24.47,3.72,10.56,39.99,7.68,230.24,10.76,51.94,2.27,34.16,4.23,10.27,7.2,8.19,100,5,34.87,10.4,26.11,478.17,57.02,349.2,25.19,26.62,70.7,109.71,22.42,7.24,39.18,73.14,58.17,3.83,54.52,50.48,13.19,7.31,41.37,3.75,103.72,20.88,138.6,29.02,4.73,7.26,93.5,72.02,89.23,4.75,25.69,20.77,9.98,90.77,19.79,51.19,160.39,72.79,7.19,5.27,18.53,25.02,2.84,83.24,64.16,53.24,45.31,31.66,217.64,21.7,6.98,5.292,134.76
2022-10-27,1.01,4.12,15.83,5.74,72.34,82.3,17.74,137.13,19.34,71.25,50.59,7.05,15.75,14.44,94.46,38.04,395.96,93.26,17.41,41.04,1.03,19.56,24.64,3.84,10.93,39.63,7.76,223.16,10.34,51.22,2.23,31.78,4.33,10.52,7.44,7.36,100,5,34.99,10.56,25.56,470.86,58.94,349.49,25.19,26.38,70.7,110.69,22.56,7.24,39.21,73.57,57.86,3.54,54.93,50.56,13.53,7.53,41.52,3.84,103.57,20.89,138.6,29.02,4.62,7.16,94.34,72.02,90.02,4.73,25.76,20.81,9.98,90.77,19.69,51.43,160.75,73.2,7.19,5.27,18.53,25.02,2.75,82.28,63.6,53.46,45.03,31.76,222.58,21.89,6.98,5.341,134.77
2022-10-28,1,4.06,15.63,5.85,72.84,82.81,17.71,135.72,19.39,71.82,50.91,7.11,16.3,14.55,94.47,38.51,400.75,93.75,17.18,40.65,1.02,17.95,23.54,3.8,11.12,39.89,7.88,228.58,9.44,50.98,2.12,31.09,4.22,10.47,7.17,6.89,100,5,33.86,10.64,27.61,467.99,58.56,354.48,25.31,26.65,71.68,111.67,22.54,7.29,39.17,73.54,58.08,3.43,56.04,50.32,13.73,7.47,41.41,3.79,102.87,20.58,138.6,28.49,4.6,7.18,94,72.02,89.63,4.52,25.4,20.89,9.98,90.77,19.59,51.47,159.47,73.7,7.19,5.27,18.53,25.02,2.66,82.85,63.83,53.9,45.46,31.97,220.8,21.81,6.98,5.804,134.75
2022-10-31,1,4.09,15.78,5.93,73.65,83.14,17.85,134.5,19.81,72.34,51.54,7.12,16.36,14.64,94.82,38.85,404.46,94.54,17.55,41.31,1.01,19.03,24.4,3.84,11.22,38.68,7.93,230.49,9.9,52.17,2.18,30.9,4.25,10.72,7.29,6.62,100,5,35.38,10.78,27.03,465.65,60,356.58,25.36,27.74,73.63,114.61,22.7,7.34,39.41,74.07,58.04,3.43,56,50.4,13.67,7.51,41.6,3.73,102.13,20.85,138.6,28.49,4.61,7.28,94.62,72.02,89.89,4.52,25.62,21.03,9.98,90.77,19.65,52.55,160.15,74.62,7.19,5.27,18.53,25.02,2.58,83.09,64.09,54.31,45.73,32.13,220.08,21.73,6.98,5.769,134.75
2022-11-01,0.99,4.19,16.14,5.95,73.98,82.68,17.98,134.85,19.5,72.46,51.68,7.05,16.15,14.63,95.32,38.77,403.12,94.78,17.1,41.47,1.01,19.89,23.61,3.85,11.39,38.66,7.96,226.14,10.22,52.89,2.11,31.11,4.23,10.8,7.26,6.41,100,5,34.76,10.92,27.39,469.21,60.39,343.14,25.39,27.74,74.11,113.63,22.81,7.42,39.71,74.51,58.61,3.36,55.78,50.87,13.77,7.53,41.9,3.8,103.66,21.06,138.6,28.99,4.63,7.35,95.05,72.02,90.51,4.73,26.17,21.17,9.98,90.77,19.75,52.84,161.09,74.96,7.19,5.27,18.53,25.02,2.55,82.7,64.02,54.6,45.78,32.42,220.3,21.72,6.98,5.308,134.76
2022-11-02,0.99,4.18,16.03,5.95,73.23,82.05,17.69,134.7,18.94,71.99,51.6,6.96,16,14.58,95.12,38.46,400.29,94.27,16.32,40.58,1.01,20.24,23.61,3.9,11.45,38.33,8.06,222.81,9.98,52.17,2.2,30.71,4.02,11.02,7.11,6.6,100,5,36.01,11.07,26.94,460.2,60.49,355.6,25.33,27.99,74.6,112.65,22.74,7.36,39.97,74.23,58.17,3.19,55.67,49.65,13.48,7.49,41.94,3.81,101.83,20.97,138.6,28.72,4.57,7.32,95.13,72.02,90.6,4.77,26.15,21.21,9.98,90.77,19.69,51.91,161.32,74.4,7.19,5.27,18.53,25.02,2.55,82.1,63.59,54.57,45.55,32.41,220.02,21.74,6.98,5.359,134.76
2022-11-03,0.98,4.21,16.03,5.87,72.52,80.09,17.53,133.72,18.4,71.22,50.77,6.71,15.48,14.52,94.21,38,395.31,93.48,15.7,40.07,1,20.95,23.06,3.88,11.61,37.81,8,218.17,9.69,55.05,2.15,30.22,3.93,10.95,6.75,6.86,100,5,35.4,11.03,26.87,443.27,59.43,360.05,25.14,27.49,73.14,112.65,22.44,7.45,39.96,73.34,57.85,3.33,55.51,49.03,13.81,7.44,43.25,3.7,99.78,21.1,138.6,27.68,4.62,7.24,94.74,72.02,91.55,4.84,26.37,21.11,9.98,90.77,19.78,51.43,161.15,73.77,7.19,5.27,18.53,25.02,2.41,80.1,62.42,54.43,45.02,32.11,218.89,21.61,6.98,5.586,134.76
2022-11-04,0.97,4.29,16.27,5.83,71.71,79.97,17.51,133.4,17.66,70.61,50.61,6.69,15.12,14.61,95.79,37.37,388.38,92.88,14.64,39.22,1.02,21.56,23.34,3.97,11.86,39.08,7.38,215.14,11.48,55.76,2.16,31.24,3.85,11.14,6.84,7.88,100,5,34.65,11.36,27.02,453.72,60,352.23,25.06,27.77,74.6,114.61,22.7,7.45,39.66,74.04,59.41,3.14,54.68,51.31,13.84,7.68,44.34,3.72,104.34,21.63,138.6,27.87,4.61,7.09,97.28,72.02,93.56,5.06,26.84,21.17,9.98,90.77,20.03,50.46,163.11,72.67,7.19,5.27,18.53,25.02,2.61,80.14,62.54,53.74,44.59,32.13,218.87,21.59,6.98,4.298,134.79
2022-11-07,0.99,4.29,16.3,5.91,72.04,81.25,17.71,133.28,17.65,70.89,50.92,6.8,15.31,14.66,96.23,37.56,390.94,93.32,14.44,39.47,1.04,20.99,22.94,4.02,12.07,39.71,7.36,220.42,12.01,54.81,2.25,31.39,3.81,10.94,6.9,7.91,100,5,35.47,11.5,27.11,465.83,60.58,353.99,25.11,27.58,74.11,115.59,22.76,7.43,39.77,74.33,59.46,3.24,54.82,51.42,14.28,7.81,44.4,3.74,105.75,21.18,138.6,28.9,4.67,7.14,98,72.02,94.08,5.08,26.78,21.48,9.98,90.77,19.77,50.83,162.22,73.02,7.19,5.27,18.53,25.02,2.71,81.29,63.35,54.07,44.94,32.33,219.27,21.53,6.98,4.161,134.84
2022-11-08,1,4.3,16.62,6.01,73.02,82.71,18.04,133.9,18.16,71.57,51.6,6.96,15.64,14.81,97.06,37.92,394.86,94.18,14.98,40.36,1.05,20.85,23.34,4.06,12.03,40.97,7.06,224.08,10.67,55.05,2.34,32.76,3.99,11,7.17,7.82,100,5,36.39,11.65,27.44,490.06,60.68,355.41,25.27,27.53,74.6,115.59,22.89,7.45,40.22,74.52,59.7,3.04,54.56,52.09,14.48,7.86,44.4,3.72,107.57,21.38,138.6,27.71,4.65,7.18,98.88,72.02,94.19,5.02,26.82,21.63,9.98,90.77,19.45,51.17,164.45,73.9,7.19,5.27,18.53,25.02,2.8,82.69,64.32,54.17,45.45,32.53,220.04,21.61,6.98,3.7185,134.8
2022-11-09,1.01,4.26,16.47,5.99,72.01,81.4,17.67,134.67,17.7,70.79,51.1,6.82,15.28,14.68,96.68,37.48,390.1,93.1,14.48,39.25,1.06,19.45,23.71,4.09,11.87,41.72,7.1,220.61,9.78,55.05,2.27,32.45,4.01,10.99,7.4,6.67,100,5,36.16,11.65,26.64,484.49,64.05,359.22,25.14,27.38,74.11,115.59,22.97,7.39,39.9,74.99,59.56,2.62,54.59,51.57,13.86,7.96,44.02,3.74,106.85,21.01,138.6,26.81,4.64,7.13,99.36,72.02,93.24,4.88,26.64,21.39,9.98,90.77,16.11,50.01,164.74,73.05,7.19,5.27,18.53,25.02,2.76,81.45,63.46,53.8,45.06,32.22,220.86,21.68,6.98,3.8865,134.84
2022-11-10,1,4.31,16.89,6.03,74.52,84.08,18.42,136.96,18.55,72.43,53.18,7.12,15.9,15.08,99.44,38.27,398,95.24,15.54,41.62,1.11,19.71,22.75,4.25,11.91,43.78,7,230.49,10.09,54.33,2.2,35,3.62,11.14,6.93,7.04,100,5,34.42,12.02,27.59,531.68,62.89,350.76,25.57,30.43,73.14,113.63,23.22,7.43,40.94,75.92,60.78,2.72,54.52,54.02,15.31,8.3,44.54,3.79,111.41,21.16,138.6,28.35,4.69,7.3,101.88,72.02,93.35,5.02,26.93,22.25,9.98,90.77,16.78,51.54,166.22,74.7,7.19,5.27,18.53,25.02,2.92,84.09,65.37,53.96,46.13,32.78,224.5,22.05,6.98,3.721,134.81
2022-11-11,1.02,4.35,17.06,5.98,74.83,84.8,18.86,135.22,18.74,72.21,52.84,7.22,15.98,15.09,99.51,38,395.77,94.98,16.01,42.51,1.14,20.12,23.18,4.29,12.08,44.86,6.91,230.29,11.19,54.09,2.27,35.08,3.87,10.94,7.24,8.49,100,5,37.12,12.19,27.71,538.82,68.86,332.33,25.59,30.61,75.09,120.49,23.16,7.31,41.07,75.69,61.1,2.64,54.16,55.98,15.76,8.2,45.33,3.95,113.17,21.48,138.6,29.79,4.75,7.31,102.08,72.02,93.63,5.17,27.1,22.41,9.98,90.77,15.33,51.23,164.8,74.34,7.19,5.27,18.53,25.02,3.13,84.79,65.86,53.1,46.1,32.58,221.72,21.96,6.98,3.726,134.83
2022-11-14,1.03,4.36,17.01,6.14,74.95,85.52,18.84,135.33,18.54,72.47,52.81,7.31,16.12,15.26,99.66,38.25,398.11,95.31,15.77,42.17,1.16,19.84,23.18,4.31,12.25,44.76,7.11,229.71,11.01,51.46,2.39,36.18,3.89,11,7.45,8.64,100,5,38.1,12.32,28.61,552.3,70.79,336.63,25.57,30.67,73.14,117.55,23.36,7.29,40.71,76.31,61.21,2.68,54.71,55.52,15.92,8.26,45.7,3.77,113.41,21.69,138.6,29.94,4.84,7.35,102.56,72.02,94.45,5.24,27.17,22.16,9.98,90.77,15.08,51.01,165.22,74.64,7.19,5.27,18.53,25.02,3.17,85.49,66.26,53.54,46.37,32.8,220.93,21.97,6.98,3.5085,134.85
